Fruit,Year,Month,Sales
Kobuk Valley,2018,Total_visitors,14937
Kobuk Valley,2017,JAN,1400
Kobuk Valley,2017,FEB,800
Kobuk Valley,2017,MAR,900
Kobuk Valley,2017,APR,900
Kobuk Valley,2017,MAY,900
Kobuk Valley,2017,JUN,1200
Kobuk Valley,2017,JUL,1500
Kobuk Valley,2017,AUG,1600
Kobuk Valley,2017,SEP,1600
Kobuk Valley,2017,OCT,1800
Kobuk Valley,2017,NOV,1500
Kobuk Valley,2017,DEC,1400
Kobuk Valley,2017,Total_visitors,15500
Kobuk Valley,2016,JAN,1400
Kobuk Valley,2016,FEB,800
Kobuk Valley,2016,MAR,900
Kobuk Valley,2016,APR,900
Kobuk Valley,2016,MAY,900
Kobuk Valley,2016,JUN,1200
Kobuk Valley,2016,JUL,1500
Kobuk Valley,2016,AUG,1600
Kobuk Valley,2016,SEP,1600
Kobuk Valley,2016,OCT,1800
Kobuk Valley,2016,NOV,1500
Kobuk Valley,2016,DEC,1400
Kobuk Valley,2016,Total_visitors,15500
Kobuk Valley,2015,JAN,0
Kobuk Valley,2015,FEB,0
Kobuk Valley,2015,MAR,0
Kobuk Valley,2015,APR,0
Kobuk Valley,2015,MAY,0
Kobuk Valley,2015,JUN,0
Kobuk Valley,2015,JUL,0
Kobuk Valley,2015,AUG,0
Kobuk Valley,2015,SEP,0
Kobuk Valley,2015,OCT,0
Kobuk Valley,2015,NOV,0
Kobuk Valley,2015,DEC,0
Kobuk Valley,2015,Total_visitors,0
Kobuk Valley,2014,JAN,0
Kobuk Valley,2014,FEB,0
Kobuk Valley,2014,MAR,0
Kobuk Valley,2014,APR,0
Kobuk Valley,2014,MAY,0
Kobuk Valley,2014,JUN,0
Kobuk Valley,2014,JUL,0
Kobuk Valley,2014,AUG,0
Kobuk Valley,2014,SEP,0
Kobuk Valley,2014,OCT,0
Kobuk Valley,2014,NOV,0
Kobuk Valley,2014,DEC,0
Kobuk Valley,2014,Total_visitors,0
Kobuk Valley,2013,JAN,2900
Kobuk Valley,2013,FEB,900
Kobuk Valley,2013,MAR,925
Kobuk Valley,2013,APR,900
Kobuk Valley,2013,MAY,950
Kobuk Valley,2013,JUN,800
Kobuk Valley,2013,JUL,900
Kobuk Valley,2013,AUG,800
Kobuk Valley,2013,SEP,1150
Kobuk Valley,2013,OCT,1250
Kobuk Valley,2013,NOV,4200
Kobuk Valley,2013,DEC,1200
Kobuk Valley,2013,Total_visitors,16875
Kobuk Valley,2012,JAN,1050
Kobuk Valley,2012,FEB,1000
Kobuk Valley,2012,MAR,1400
Kobuk Valley,2012,APR,1600
Kobuk Valley,2012,MAY,1600
Kobuk Valley,2012,JUN,2300
Kobuk Valley,2012,JUL,3000
Kobuk Valley,2012,AUG,3700
Kobuk Valley,2012,SEP,4400
Kobuk Valley,2012,OCT,3800
Kobuk Valley,2012,NOV,3200
Kobuk Valley,2012,DEC,2500
Kobuk Valley,2012,Total_visitors,29550
Kobuk Valley,2011,JAN,253
Kobuk Valley,2011,FEB,455
Kobuk Valley,2011,MAR,650
Kobuk Valley,2011,APR,699
Kobuk Valley,2011,MAY,728
Kobuk Valley,2011,JUN,1200
Kobuk Valley,2011,JUL,1250
Kobuk Valley,2011,AUG,1150
Kobuk Valley,2011,SEP,1300
Kobuk Valley,2011,OCT,1400
Kobuk Valley,2011,NOV,1200
Kobuk Valley,2011,DEC,1200
Kobuk Valley,2011,Total_visitors,11485
Kobuk Valley,2010,JAN,101
Kobuk Valley,2010,FEB,101
Kobuk Valley,2010,MAR,133
Kobuk Valley,2010,APR,265
Kobuk Valley,2010,MAY,223
Kobuk Valley,2010,JUN,268
Kobuk Valley,2010,JUL,288
Kobuk Valley,2010,AUG,279
Kobuk Valley,2010,SEP,413
Kobuk Valley,2010,OCT,419
Kobuk Valley,2010,NOV,379
Kobuk Valley,2010,DEC,295
Kobuk Valley,2010,Total_visitors,3164
Kobuk Valley,2009,JAN,84
Kobuk Valley,2009,FEB,48
Kobuk Valley,2009,MAR,58
Kobuk Valley,2009,APR,85
Kobuk Valley,2009,MAY,85
Kobuk Valley,2009,JUN,323
Kobuk Valley,2009,JUL,277
Kobuk Valley,2009,AUG,290
Kobuk Valley,2009,SEP,112
Kobuk Valley,2009,OCT,212
Kobuk Valley,2009,NOV,128
Kobuk Valley,2009,DEC,177
Kobuk Valley,2009,Total_visitors,1879
Kobuk Valley,2008,JAN,61
Kobuk Valley,2008,FEB,70
Kobuk Valley,2008,MAR,95
Kobuk Valley,2008,APR,45
Kobuk Valley,2008,MAY,66
Kobuk Valley,2008,JUN,165
Kobuk Valley,2008,JUL,293
Kobuk Valley,2008,AUG,247
Kobuk Valley,2008,SEP,259
Kobuk Valley,2008,OCT,106
Kobuk Valley,2008,NOV,80
Kobuk Valley,2008,DEC,78
Kobuk Valley,2008,Total_visitors,1565
Kobuk Valley,2007,JAN,21
Kobuk Valley,2007,FEB,20
Kobuk Valley,2007,MAR,46
Kobuk Valley,2007,APR,53
Kobuk Valley,2007,MAY,63
Kobuk Valley,2007,JUN,81
Kobuk Valley,2007,JUL,144
Kobuk Valley,2007,AUG,141
Kobuk Valley,2007,SEP,67
Kobuk Valley,2007,OCT,100
Kobuk Valley,2007,NOV,78
Kobuk Valley,2007,DEC,33
Kobuk Valley,2007,Total_visitors,847
Kobuk Valley,2006,JAN,101
Kobuk Valley,2006,FEB,121
Kobuk Valley,2006,MAR,177
Kobuk Valley,2006,APR,126
Kobuk Valley,2006,MAY,132
Kobuk Valley,2006,JUN,564
Kobuk Valley,2006,JUL,430
Kobuk Valley,2006,AUG,489
Kobuk Valley,2006,SEP,530
Kobuk Valley,2006,OCT,160
Kobuk Valley,2006,NOV,125
Kobuk Valley,2006,DEC,50
Kobuk Valley,2006,Total_visitors,3005
Kobuk Valley,2005,JAN,94
Kobuk Valley,2005,FEB,110
Kobuk Valley,2005,MAR,274
Kobuk Valley,2005,APR,268
Kobuk Valley,2005,MAY,220
Kobuk Valley,2005,JUN,538
Kobuk Valley,2005,JUL,820
Kobuk Valley,2005,AUG,719
Kobuk Valley,2005,SEP,780
Kobuk Valley,2005,OCT,968
Kobuk Valley,2005,NOV,141
Kobuk Valley,2005,DEC,105
Kobuk Valley,2005,Total_visitors,5037
Kobuk Valley,2004,JAN,90
Kobuk Valley,2004,FEB,99
Kobuk Valley,2004,MAR,260
Kobuk Valley,2004,APR,258
Kobuk Valley,2004,MAY,183
Kobuk Valley,2004,JUN,650
Kobuk Valley,2004,JUL,800
Kobuk Valley,2004,AUG,700
Kobuk Valley,2004,SEP,700
Kobuk Valley,2004,OCT,820
Kobuk Valley,2004,NOV,96
Kobuk Valley,2004,DEC,88
Kobuk Valley,2004,Total_visitors,4744
Kobuk Valley,2003,JAN,80
Kobuk Valley,2003,FEB,100
Kobuk Valley,2003,MAR,200
Kobuk Valley,2003,APR,300
Kobuk Valley,2003,MAY,435
Kobuk Valley,2003,JUN,650
Kobuk Valley,2003,JUL,719
Kobuk Valley,2003,AUG,749
Kobuk Valley,2003,SEP,500
Kobuk Valley,2003,OCT,100
Kobuk Valley,2003,NOV,82
Kobuk Valley,2003,DEC,91
Kobuk Valley,2003,Total_visitors,4006
Kobuk Valley,2002,JAN,50
Kobuk Valley,2002,FEB,100
Kobuk Valley,2002,MAR,300
Kobuk Valley,2002,APR,500
Kobuk Valley,2002,MAY,676
Kobuk Valley,2002,JUN,291
Kobuk Valley,2002,JUL,661
Kobuk Valley,2002,AUG,738
Kobuk Valley,2002,SEP,400
Kobuk Valley,2002,OCT,55
Kobuk Valley,2002,NOV,200
Kobuk Valley,2002,DEC,75
Kobuk Valley,2002,Total_visitors,4046
Kobuk Valley,2001,JAN,50
Kobuk Valley,2001,FEB,100
Kobuk Valley,2001,MAR,300
Kobuk Valley,2001,APR,500
Kobuk Valley,2001,MAY,703
Kobuk Valley,2001,JUN,382
Kobuk Valley,2001,JUL,591
Kobuk Valley,2001,AUG,724
Kobuk Valley,2001,SEP,712
Kobuk Valley,2001,OCT,55
Kobuk Valley,2001,NOV,55
Kobuk Valley,2001,DEC,45
Kobuk Valley,2001,Total_visitors,4217
Kobuk Valley,2000,JAN,200
Kobuk Valley,2000,FEB,100
Kobuk Valley,2000,MAR,100
Kobuk Valley,2000,APR,50
Kobuk Valley,2000,MAY,119
Kobuk Valley,2000,JUN,364
Kobuk Valley,2000,JUL,523
Kobuk Valley,2000,AUG,650
Kobuk Valley,2000,SEP,400
Kobuk Valley,2000,OCT,50
Kobuk Valley,2000,NOV,50
Kobuk Valley,2000,DEC,40
Kobuk Valley,2000,Total_visitors,2646
Kobuk Valley,1999,JAN,50
Kobuk Valley,1999,FEB,100
Kobuk Valley,1999,MAR,300
Kobuk Valley,1999,APR,300
Kobuk Valley,1999,MAY,510
Kobuk Valley,1999,JUN,1164
Kobuk Valley,1999,JUL,1810
Kobuk Valley,1999,AUG,1036
Kobuk Valley,1999,SEP,639
Kobuk Valley,1999,OCT,200
Kobuk Valley,1999,NOV,100
Kobuk Valley,1999,DEC,100
Kobuk Valley,1999,Total_visitors,6309
Kobuk Valley,1998,JAN,50
Kobuk Valley,1998,FEB,100
Kobuk Valley,1998,MAR,300
Kobuk Valley,1998,APR,300
Kobuk Valley,1998,MAY,400
Kobuk Valley,1998,JUN,500
Kobuk Valley,1998,JUL,1200
Kobuk Valley,1998,AUG,1300
Kobuk Valley,1998,SEP,1000
Kobuk Valley,1998,OCT,200
Kobuk Valley,1998,NOV,100
Kobuk Valley,1998,DEC,100
Kobuk Valley,1998,Total_visitors,5550
Kobuk Valley,1997,JAN,95
Kobuk Valley,1997,FEB,140
Kobuk Valley,1997,MAR,185
Kobuk Valley,1997,APR,320
Kobuk Valley,1997,MAY,370
Kobuk Valley,1997,JUN,380
Kobuk Valley,1997,JUL,450
Kobuk Valley,1997,AUG,496
Kobuk Valley,1997,SEP,210
Kobuk Valley,1997,OCT,40
Kobuk Valley,1997,NOV,47
Kobuk Valley,1997,DEC,48
Kobuk Valley,1997,Total_visitors,2781
Kobuk Valley,1996,JAN,95
Kobuk Valley,1996,FEB,140
Kobuk Valley,1996,MAR,185
Kobuk Valley,1996,APR,320
Kobuk Valley,1996,MAY,370
Kobuk Valley,1996,JUN,380
Kobuk Valley,1996,JUL,450
Kobuk Valley,1996,AUG,496
Kobuk Valley,1996,SEP,210
Kobuk Valley,1996,OCT,40
Kobuk Valley,1996,NOV,47
Kobuk Valley,1996,DEC,48
Kobuk Valley,1996,Total_visitors,2781
Kobuk Valley,1995,JAN,95
Kobuk Valley,1995,FEB,140
Kobuk Valley,1995,MAR,185
Kobuk Valley,1995,APR,320
Kobuk Valley,1995,MAY,370
Kobuk Valley,1995,JUN,380
Kobuk Valley,1995,JUL,450
Kobuk Valley,1995,AUG,496
Kobuk Valley,1995,SEP,210
Kobuk Valley,1995,OCT,40
Kobuk Valley,1995,NOV,47
Kobuk Valley,1995,DEC,48
Kobuk Valley,1995,Total_visitors,2781
Kobuk Valley,1994,JAN,95
Kobuk Valley,1994,FEB,140
Kobuk Valley,1994,MAR,185
Kobuk Valley,1994,APR,320
Kobuk Valley,1994,MAY,370
Kobuk Valley,1994,JUN,380
Kobuk Valley,1994,JUL,450
Kobuk Valley,1994,AUG,496
Kobuk Valley,1994,SEP,210
Kobuk Valley,1994,OCT,40
Kobuk Valley,1994,NOV,47
Kobuk Valley,1994,DEC,48
Kobuk Valley,1994,Total_visitors,2781
Kobuk Valley,1993,JAN,90
Kobuk Valley,1993,FEB,150
Kobuk Valley,1993,MAR,248
Kobuk Valley,1993,APR,320
Kobuk Valley,1993,MAY,370
Kobuk Valley,1993,JUN,380
Kobuk Valley,1993,JUL,450
Kobuk Valley,1993,AUG,496
Kobuk Valley,1993,SEP,210
Kobuk Valley,1993,OCT,40
Kobuk Valley,1993,NOV,36
Kobuk Valley,1993,DEC,26
Kobuk Valley,1993,Total_visitors,2816
Kobuk Valley,1992,JAN,81
Kobuk Valley,1992,FEB,145
Kobuk Valley,1992,MAR,248
Kobuk Valley,1992,APR,330
Kobuk Valley,1992,MAY,387
Kobuk Valley,1992,JUN,390
Kobuk Valley,1992,JUL,490
Kobuk Valley,1992,AUG,492
Kobuk Valley,1992,SEP,180
Kobuk Valley,1992,OCT,28
Kobuk Valley,1992,NOV,26
Kobuk Valley,1992,DEC,32
Kobuk Valley,1992,Total_visitors,2829
Kobuk Valley,1991,JAN,105
Kobuk Valley,1991,FEB,155
Kobuk Valley,1991,MAR,217
Kobuk Valley,1991,APR,300
Kobuk Valley,1991,MAY,341
Kobuk Valley,1991,JUN,360
Kobuk Valley,1991,JUL,480
Kobuk Valley,1991,AUG,520
Kobuk Valley,1991,SEP,221
Kobuk Valley,1991,OCT,31
Kobuk Valley,1991,NOV,37
Kobuk Valley,1991,DEC,28
Kobuk Valley,1991,Total_visitors,2795
Kobuk Valley,1990,JAN,110
Kobuk Valley,1990,FEB,140
Kobuk Valley,1990,MAR,180
Kobuk Valley,1990,APR,270
Kobuk Valley,1990,MAY,330
Kobuk Valley,1990,JUN,330
Kobuk Valley,1990,JUL,475
Kobuk Valley,1990,AUG,510
Kobuk Valley,1990,SEP,162
Kobuk Valley,1990,OCT,25
Kobuk Valley,1990,NOV,27
Kobuk Valley,1990,DEC,27
Kobuk Valley,1990,Total_visitors,2586
Kobuk Valley,1989,JAN,85
Kobuk Valley,1989,FEB,90
Kobuk Valley,1989,MAR,180
Kobuk Valley,1989,APR,240
Kobuk Valley,1989,MAY,250
Kobuk Valley,1989,JUN,300
Kobuk Valley,1989,JUL,335
Kobuk Valley,1989,AUG,265
Kobuk Valley,1989,SEP,155
Kobuk Valley,1989,OCT,25
Kobuk Valley,1989,NOV,20
Kobuk Valley,1989,DEC,25
Kobuk Valley,1989,Total_visitors,1970
Kobuk Valley,1988,JAN,100
Kobuk Valley,1988,FEB,100
Kobuk Valley,1988,MAR,170
Kobuk Valley,1988,APR,250
Kobuk Valley,1988,MAY,275
Kobuk Valley,1988,JUN,350
Kobuk Valley,1988,JUL,400
Kobuk Valley,1988,AUG,450
Kobuk Valley,1988,SEP,135
Kobuk Valley,1988,OCT,20
Kobuk Valley,1988,NOV,10
Kobuk Valley,1988,DEC,15
Kobuk Valley,1988,Total_visitors,2275
Kobuk Valley,1987,JAN,0
Kobuk Valley,1987,FEB,0
Kobuk Valley,1987,MAR,0
Kobuk Valley,1987,APR,0
Kobuk Valley,1987,MAY,0
Kobuk Valley,1987,JUN,10
Kobuk Valley,1987,JUL,80
Kobuk Valley,1987,AUG,80
Kobuk Valley,1987,SEP,40
Kobuk Valley,1987,OCT,10
Kobuk Valley,1987,NOV,0
Kobuk Valley,1987,DEC,10
Kobuk Valley,1987,Total_visitors,230
Kobuk Valley,1986,JAN,100
Kobuk Valley,1986,FEB,140
Kobuk Valley,1986,MAR,100
Kobuk Valley,1986,APR,100
Kobuk Valley,1986,MAY,10
Kobuk Valley,1986,JUN,100
Kobuk Valley,1986,JUL,150
Kobuk Valley,1986,AUG,300
Kobuk Valley,1986,SEP,40
Kobuk Valley,1986,OCT,10
Kobuk Valley,1986,NOV,10
Kobuk Valley,1986,DEC,25
Kobuk Valley,1986,Total_visitors,1085
Kobuk Valley,1985,JAN,50
Kobuk Valley,1985,FEB,50
Kobuk Valley,1985,MAR,115
Kobuk Valley,1985,APR,100
Kobuk Valley,1985,MAY,50
Kobuk Valley,1985,JUN,75
Kobuk Valley,1985,JUL,300
Kobuk Valley,1985,AUG,300
Kobuk Valley,1985,SEP,200
Kobuk Valley,1985,OCT,10
Kobuk Valley,1985,NOV,30
Kobuk Valley,1985,DEC,25
Kobuk Valley,1985,Total_visitors,1305
Kobuk Valley,1984,JAN,30
Kobuk Valley,1984,FEB,50
Kobuk Valley,1984,MAR,115
Kobuk Valley,1984,APR,100
Kobuk Valley,1984,MAY,70
Kobuk Valley,1984,JUN,90
Kobuk Valley,1984,JUL,260
Kobuk Valley,1984,AUG,200
Kobuk Valley,1984,SEP,100
Kobuk Valley,1984,OCT,10
Kobuk Valley,1984,NOV,25
Kobuk Valley,1984,DEC,25
Kobuk Valley,1984,Total_visitors,1075
Kobuk Valley,1983,JAN,45
Kobuk Valley,1983,FEB,45
Kobuk Valley,1983,MAR,115
Kobuk Valley,1983,APR,195
Kobuk Valley,1983,MAY,125
Kobuk Valley,1983,JUN,300
Kobuk Valley,1983,JUL,650
Kobuk Valley,1983,AUG,650
Kobuk Valley,1983,SEP,140
Kobuk Valley,1983,OCT,20
Kobuk Valley,1983,NOV,30
Kobuk Valley,1983,DEC,50
Kobuk Valley,1983,Total_visitors,2365
Kobuk Valley,1982,JAN,0
Kobuk Valley,1982,FEB,0
Kobuk Valley,1982,MAR,0
Kobuk Valley,1982,APR,275
Kobuk Valley,1982,MAY,350
Kobuk Valley,1982,JUN,300
Kobuk Valley,1982,JUL,1200
Kobuk Valley,1982,AUG,650
Kobuk Valley,1982,SEP,800
Kobuk Valley,1982,OCT,60
Kobuk Valley,1982,NOV,40
Kobuk Valley,1982,DEC,100
Kobuk Valley,1982,Total_visitors,3775
Lake Clark,2019,JAN,0
Lake Clark,2019,FEB,0
Lake Clark,2019,MAR,0
Lake Clark,2019,APR,0
Lake Clark,2019,MAY,367
Lake Clark,2019,JUN,3751
Lake Clark,2019,JUL,5114
Lake Clark,2019,AUG,5580
Lake Clark,2019,SEP,2345
Lake Clark,2019,OCT,0
Lake Clark,2019,NOV,0
Lake Clark,2019,DEC,0
Lake Clark,2019,Total_visitors,17157
Lake Clark,2018,JAN,0
Lake Clark,2018,FEB,148
Lake Clark,2018,MAR,222
Lake Clark,2018,APR,215
Lake Clark,2018,MAY,452
Lake Clark,2018,JUN,2454
Lake Clark,2018,JUL,3925
Lake Clark,2018,AUG,4459
Lake Clark,2018,SEP,2114
Lake Clark,2018,OCT,207
Lake Clark,2018,NOV,164
Lake Clark,2018,DEC,119
Lake Clark,2018,Total_visitors,14479
Lake Clark,2017,JAN,171
Lake Clark,2017,FEB,233
Lake Clark,2017,MAR,348
Lake Clark,2017,APR,336
Lake Clark,2017,MAY,660
Lake Clark,2017,JUN,3992
Lake Clark,2017,JUL,6336
Lake Clark,2017,AUG,6764
Lake Clark,2017,SEP,3148
Lake Clark,2017,OCT,264
Lake Clark,2017,NOV,258
Lake Clark,2017,DEC,245
Lake Clark,2017,Total_visitors,22755
Lake Clark,2016,JAN,147
Lake Clark,2016,FEB,203
Lake Clark,2016,MAR,309
Lake Clark,2016,APR,298
Lake Clark,2016,MAY,596
Lake Clark,2016,JUN,3647
Lake Clark,2016,JUL,5982
Lake Clark,2016,AUG,6188
Lake Clark,2016,SEP,2989
Lake Clark,2016,OCT,301
Lake Clark,2016,NOV,227
Lake Clark,2016,DEC,215
Lake Clark,2016,Total_visitors,21102
Lake Clark,2015,JAN,134
Lake Clark,2015,FEB,185
Lake Clark,2015,MAR,281
Lake Clark,2015,APR,275
Lake Clark,2015,MAY,502
Lake Clark,2015,JUN,3336
Lake Clark,2015,JUL,5296
Lake Clark,2015,AUG,5031
Lake Clark,2015,SEP,2112
Lake Clark,2015,OCT,263
Lake Clark,2015,NOV,207
Lake Clark,2015,DEC,196
Lake Clark,2015,Total_visitors,17818
Lake Clark,2014,JAN,131
Lake Clark,2014,FEB,183
Lake Clark,2014,MAR,279
Lake Clark,2014,APR,263
Lake Clark,2014,MAY,494
Lake Clark,2014,JUN,2581
Lake Clark,2014,JUL,4925
Lake Clark,2014,AUG,4711
Lake Clark,2014,SEP,1969
Lake Clark,2014,OCT,202
Lake Clark,2014,NOV,176
Lake Clark,2014,DEC,186
Lake Clark,2014,Total_visitors,16100
Lake Clark,2013,JAN,135
Lake Clark,2013,FEB,230
Lake Clark,2013,MAR,300
Lake Clark,2013,APR,310
Lake Clark,2013,MAY,565
Lake Clark,2013,JUN,1980
Lake Clark,2013,JUL,3023
Lake Clark,2013,AUG,3492
Lake Clark,2013,SEP,2003
Lake Clark,2013,OCT,521
Lake Clark,2013,NOV,216
Lake Clark,2013,DEC,225
Lake Clark,2013,Total_visitors,13000
Lake Clark,2012,JAN,120
Lake Clark,2012,FEB,205
Lake Clark,2012,MAR,245
Lake Clark,2012,APR,280
Lake Clark,2012,MAY,765
Lake Clark,2012,JUN,1802
Lake Clark,2012,JUL,2846
Lake Clark,2012,AUG,3533
Lake Clark,2012,SEP,1501
Lake Clark,2012,OCT,65
Lake Clark,2012,NOV,145
Lake Clark,2012,DEC,132
Lake Clark,2012,Total_visitors,11639
Lake Clark,2011,JAN,175
Lake Clark,2011,FEB,160
Lake Clark,2011,MAR,220
Lake Clark,2011,APR,235
Lake Clark,2011,MAY,645
Lake Clark,2011,JUN,425
Lake Clark,2011,JUL,1642
Lake Clark,2011,AUG,795
Lake Clark,2011,SEP,161
Lake Clark,2011,OCT,400
Lake Clark,2011,NOV,150
Lake Clark,2011,DEC,150
Lake Clark,2011,Total_visitors,5158
Lake Clark,2010,JAN,80
Lake Clark,2010,FEB,120
Lake Clark,2010,MAR,175
Lake Clark,2010,APR,165
Lake Clark,2010,MAY,600
Lake Clark,2010,JUN,1588
Lake Clark,2010,JUL,2309
Lake Clark,2010,AUG,2580
Lake Clark,2010,SEP,1564
Lake Clark,2010,OCT,450
Lake Clark,2010,NOV,150
Lake Clark,2010,DEC,150
Lake Clark,2010,Total_visitors,9931
Lake Clark,2009,JAN,153
Lake Clark,2009,FEB,160
Lake Clark,2009,MAR,197
Lake Clark,2009,APR,175
Lake Clark,2009,MAY,525
Lake Clark,2009,JUN,1687
Lake Clark,2009,JUL,2024
Lake Clark,2009,AUG,2430
Lake Clark,2009,SEP,1625
Lake Clark,2009,OCT,450
Lake Clark,2009,NOV,135
Lake Clark,2009,DEC,150
Lake Clark,2009,Total_visitors,9711
Lake Clark,2008,JAN,140
Lake Clark,2008,FEB,140
Lake Clark,2008,MAR,185
Lake Clark,2008,APR,170
Lake Clark,2008,MAY,244
Lake Clark,2008,JUN,730
Lake Clark,2008,JUL,1255
Lake Clark,2008,AUG,1270
Lake Clark,2008,SEP,1210
Lake Clark,2008,OCT,1158
Lake Clark,2008,NOV,150
Lake Clark,2008,DEC,150
Lake Clark,2008,Total_visitors,6802
Lake Clark,2007,JAN,165
Lake Clark,2007,FEB,145
Lake Clark,2007,MAR,175
Lake Clark,2007,APR,160
Lake Clark,2007,MAY,225
Lake Clark,2007,JUN,735
Lake Clark,2007,JUL,1240
Lake Clark,2007,AUG,1205
Lake Clark,2007,SEP,974
Lake Clark,2007,OCT,230
Lake Clark,2007,NOV,150
Lake Clark,2007,DEC,145
Lake Clark,2007,Total_visitors,5549
Lake Clark,2006,JAN,130
Lake Clark,2006,FEB,145
Lake Clark,2006,MAR,180
Lake Clark,2006,APR,175
Lake Clark,2006,MAY,220
Lake Clark,2006,JUN,895
Lake Clark,2006,JUL,1075
Lake Clark,2006,AUG,1010
Lake Clark,2006,SEP,970
Lake Clark,2006,OCT,225
Lake Clark,2006,NOV,140
Lake Clark,2006,DEC,155
Lake Clark,2006,Total_visitors,5320
Lake Clark,2005,JAN,145
Lake Clark,2005,FEB,160
Lake Clark,2005,MAR,180
Lake Clark,2005,APR,160
Lake Clark,2005,MAY,200
Lake Clark,2005,JUN,1023
Lake Clark,2005,JUL,1100
Lake Clark,2005,AUG,990
Lake Clark,2005,SEP,980
Lake Clark,2005,OCT,220
Lake Clark,2005,NOV,125
Lake Clark,2005,DEC,125
Lake Clark,2005,Total_visitors,5408
Lake Clark,2004,JAN,210
Lake Clark,2004,FEB,175
Lake Clark,2004,MAR,180
Lake Clark,2004,APR,156
Lake Clark,2004,MAY,200
Lake Clark,2004,JUN,980
Lake Clark,2004,JUL,900
Lake Clark,2004,AUG,875
Lake Clark,2004,SEP,710
Lake Clark,2004,OCT,220
Lake Clark,2004,NOV,125
Lake Clark,2004,DEC,175
Lake Clark,2004,Total_visitors,4906
Lake Clark,2003,JAN,115
Lake Clark,2003,FEB,150
Lake Clark,2003,MAR,150
Lake Clark,2003,APR,120
Lake Clark,2003,MAY,200
Lake Clark,2003,JUN,960
Lake Clark,2003,JUL,850
Lake Clark,2003,AUG,750
Lake Clark,2003,SEP,620
Lake Clark,2003,OCT,220
Lake Clark,2003,NOV,180
Lake Clark,2003,DEC,190
Lake Clark,2003,Total_visitors,4505
Lake Clark,2002,JAN,175
Lake Clark,2002,FEB,150
Lake Clark,2002,MAR,150
Lake Clark,2002,APR,150
Lake Clark,2002,MAY,250
Lake Clark,2002,JUN,960
Lake Clark,2002,JUL,775
Lake Clark,2002,AUG,775
Lake Clark,2002,SEP,420
Lake Clark,2002,OCT,220
Lake Clark,2002,NOV,150
Lake Clark,2002,DEC,150
Lake Clark,2002,Total_visitors,4325
Lake Clark,2001,JAN,180
Lake Clark,2001,FEB,180
Lake Clark,2001,MAR,150
Lake Clark,2001,APR,150
Lake Clark,2001,MAY,250
Lake Clark,2001,JUN,954
Lake Clark,2001,JUL,791
Lake Clark,2001,AUG,787
Lake Clark,2001,SEP,445
Lake Clark,2001,OCT,210
Lake Clark,2001,NOV,150
Lake Clark,2001,DEC,150
Lake Clark,2001,Total_visitors,4397
Lake Clark,2000,JAN,210
Lake Clark,2000,FEB,150
Lake Clark,2000,MAR,150
Lake Clark,2000,APR,150
Lake Clark,2000,MAY,250
Lake Clark,2000,JUN,844
Lake Clark,2000,JUL,884
Lake Clark,2000,AUG,920
Lake Clark,2000,SEP,2400
Lake Clark,2000,OCT,210
Lake Clark,2000,NOV,150
Lake Clark,2000,DEC,175
Lake Clark,2000,Total_visitors,6493
Lake Clark,1999,JAN,120
Lake Clark,1999,FEB,145
Lake Clark,1999,MAR,150
Lake Clark,1999,APR,150
Lake Clark,1999,MAY,250
Lake Clark,1999,JUN,590
Lake Clark,1999,JUL,857
Lake Clark,1999,AUG,918
Lake Clark,1999,SEP,2400
Lake Clark,1999,OCT,210
Lake Clark,1999,NOV,190
Lake Clark,1999,DEC,210
Lake Clark,1999,Total_visitors,6190
Lake Clark,1998,JAN,135
Lake Clark,1998,FEB,135
Lake Clark,1998,MAR,150
Lake Clark,1998,APR,165
Lake Clark,1998,MAY,220
Lake Clark,1998,JUN,1570
Lake Clark,1998,JUL,2600
Lake Clark,1998,AUG,3350
Lake Clark,1998,SEP,2400
Lake Clark,1998,OCT,210
Lake Clark,1998,NOV,190
Lake Clark,1998,DEC,210
Lake Clark,1998,Total_visitors,11335
Lake Clark,1997,JAN,100
Lake Clark,1997,FEB,150
Lake Clark,1997,MAR,150
Lake Clark,1997,APR,150
Lake Clark,1997,MAY,210
Lake Clark,1997,JUN,1340
Lake Clark,1997,JUL,2644
Lake Clark,1997,AUG,3300
Lake Clark,1997,SEP,404
Lake Clark,1997,OCT,200
Lake Clark,1997,NOV,250
Lake Clark,1997,DEC,275
Lake Clark,1997,Total_visitors,9173
Lake Clark,1996,JAN,100
Lake Clark,1996,FEB,125
Lake Clark,1996,MAR,150
Lake Clark,1996,APR,100
Lake Clark,1996,MAY,150
Lake Clark,1996,JUN,1176
Lake Clark,1996,JUL,2497
Lake Clark,1996,AUG,3295
Lake Clark,1996,SEP,4307
Lake Clark,1996,OCT,367
Lake Clark,1996,NOV,250
Lake Clark,1996,DEC,210
Lake Clark,1996,Total_visitors,12727
Lake Clark,1995,JAN,100
Lake Clark,1995,FEB,125
Lake Clark,1995,MAR,130
Lake Clark,1995,APR,150
Lake Clark,1995,MAY,420
Lake Clark,1995,JUN,1968
Lake Clark,1995,JUL,2759
Lake Clark,1995,AUG,3334
Lake Clark,1995,SEP,2944
Lake Clark,1995,OCT,315
Lake Clark,1995,NOV,250
Lake Clark,1995,DEC,203
Lake Clark,1995,Total_visitors,12698
Lake Clark,1994,JAN,80
Lake Clark,1994,FEB,140
