Fruit,Year,Month,Sales
Everglades,1990,DEC,94624
Everglades,1990,Total_visitors,957925
Everglades,1989,JAN,127647
Everglades,1989,FEB,137603
Everglades,1989,MAR,133571
Everglades,1989,APR,84281
Everglades,1989,MAY,39312
Everglades,1989,JUN,44556
Everglades,1989,JUL,49266
Everglades,1989,AUG,51713
Everglades,1989,SEP,38515
Everglades,1989,OCT,51415
Everglades,1989,NOV,69340
Everglades,1989,DEC,86153
Everglades,1989,Total_visitors,913372
Everglades,1988,JAN,133552
Everglades,1988,FEB,164724
Everglades,1988,MAR,155497
Everglades,1988,APR,120486
Everglades,1988,MAY,61844
Everglades,1988,JUN,46557
Everglades,1988,JUL,48432
Everglades,1988,AUG,53154
Everglades,1988,SEP,41846
Everglades,1988,OCT,49613
Everglades,1988,NOV,60979
Everglades,1988,DEC,89504
Everglades,1988,Total_visitors,1026188
Everglades,1987,JAN,100672
Everglades,1987,FEB,107662
Everglades,1987,MAR,114552
Everglades,1987,APR,84997
Everglades,1987,MAY,62830
Everglades,1987,JUN,38834
Everglades,1987,JUL,34629
Everglades,1987,AUG,37656
Everglades,1987,SEP,27660
Everglades,1987,OCT,34663
Everglades,1987,NOV,56210
Everglades,1987,DEC,87128
Everglades,1987,Total_visitors,787493
Everglades,1986,JAN,93007
Everglades,1986,FEB,112967
Everglades,1986,MAR,120713
Everglades,1986,APR,98993
Everglades,1986,MAY,51024
Everglades,1986,JUN,25271
Everglades,1986,JUL,25510
Everglades,1986,AUG,31136
Everglades,1986,SEP,25685
Everglades,1986,OCT,32164
Everglades,1986,NOV,52037
Everglades,1986,DEC,70565
Everglades,1986,Total_visitors,739072
Everglades,1985,JAN,"87,719"
Everglades,1985,FEB,110139
Everglades,1985,MAR,109046
Everglades,1985,APR,76131
Everglades,1985,MAY,41505
Everglades,1985,JUN,34807
Everglades,1985,JUL,26379
Everglades,1985,AUG,28732
Everglades,1985,SEP,24205
Everglades,1985,OCT,30487
Everglades,1985,NOV,52152
Everglades,1985,DEC,76344
Everglades,1985,Total_visitors,697646
Everglades,1984,JAN,78179
Everglades,1984,FEB,92958
Everglades,1984,MAR,97997
Everglades,1984,APR,71594
Everglades,1984,MAY,36831
Everglades,1984,JUN,22900
Everglades,1984,JUL,26928
Everglades,1984,AUG,28283
Everglades,1984,SEP,26494
Everglades,1984,OCT,33688
Everglades,1984,NOV,47202
Everglades,1984,DEC,65604
Everglades,1984,Total_visitors,628658
Everglades,1983,JAN,72105
Everglades,1983,FEB,79968
Everglades,1983,MAR,84433
Everglades,1983,APR,59209
Everglades,1983,MAY,44570
Everglades,1983,JUN,27576
Everglades,1983,JUL,30348
Everglades,1983,AUG,26189
Everglades,1983,SEP,23056
Everglades,1983,OCT,28780
Everglades,1983,NOV,40683
Everglades,1983,DEC,60522
Everglades,1983,Total_visitors,577439
Everglades,1982,JAN,69165
Everglades,1982,FEB,81665
Everglades,1982,MAR,81796
Everglades,1982,APR,56259
Everglades,1982,MAY,31248
Everglades,1982,JUN,18985
Everglades,1982,JUL,23111
Everglades,1982,AUG,29049
Everglades,1982,SEP,25022
Everglades,1982,OCT,33944
Everglades,1982,NOV,34009
Everglades,1982,DEC,65915
Everglades,1982,Total_visitors,550168
Everglades,1981,JAN,73845
Everglades,1981,FEB,75996
Everglades,1981,MAR,93947
Everglades,1981,APR,63246
Everglades,1981,MAY,37226
Everglades,1981,JUN,23647
Everglades,1981,JUL,25168
Everglades,1981,AUG,28262
Everglades,1981,SEP,21493
Everglades,1981,OCT,29005
Everglades,1981,NOV,32084
Everglades,1981,DEC,60802
Everglades,1981,Total_visitors,564721
Everglades,1980,JAN,92517
Everglades,1980,FEB,96585
Everglades,1980,MAR,101797
Everglades,1980,APR,80500
Everglades,1980,MAY,53627
Everglades,1980,JUN,37721
Everglades,1980,JUL,45665
Everglades,1980,AUG,47624
Everglades,1980,SEP,34889
Everglades,1980,OCT,47387
Everglades,1980,NOV,37498
Everglades,1980,DEC,68434
Everglades,1980,Total_visitors,744244
Everglades,1979,JAN,94405
Everglades,1979,FEB,145610
Everglades,1979,MAR,75386
Everglades,1979,APR,67932
Everglades,1979,MAY,38994
Everglades,1979,JUN,26589
Everglades,1979,JUL,42045
Everglades,1979,AUG,59536
Everglades,1979,SEP,20699
Everglades,1979,OCT,34949
Everglades,1979,NOV,41571
Everglades,1979,DEC,70386
Everglades,1979,Total_visitors,718102
Gates_of_the_Arctic,2019,JAN,0
Gates_of_the_Arctic,2019,FEB,0
Gates_of_the_Arctic,2019,MAR,74
Gates_of_the_Arctic,2019,APR,91
Gates_of_the_Arctic,2019,MAY,454
Gates_of_the_Arctic,2019,JUN,647
Gates_of_the_Arctic,2019,JUL,2852
Gates_of_the_Arctic,2019,AUG,5399
Gates_of_the_Arctic,2019,SEP,966
Gates_of_the_Arctic,2019,OCT,35
Gates_of_the_Arctic,2019,NOV,0
Gates_of_the_Arctic,2019,DEC,0
Gates_of_the_Arctic,2019,Total_visitors,10518
Gates_of_the_Arctic,2018,JAN,15
Gates_of_the_Arctic,2018,FEB,0
Gates_of_the_Arctic,2018,MAR,280
Gates_of_the_Arctic,2018,APR,155
Gates_of_the_Arctic,2018,MAY,226
Gates_of_the_Arctic,2018,JUN,1949
Gates_of_the_Arctic,2018,JUL,2797
Gates_of_the_Arctic,2018,AUG,2980
Gates_of_the_Arctic,2018,SEP,1153
Gates_of_the_Arctic,2018,OCT,36
Gates_of_the_Arctic,2018,NOV,0
Gates_of_the_Arctic,2018,DEC,0
Gates_of_the_Arctic,2018,Total_visitors,9591
Gates_of_the_Arctic,2017,JAN,198
Gates_of_the_Arctic,2017,FEB,119
Gates_of_the_Arctic,2017,MAR,280
Gates_of_the_Arctic,2017,APR,155
Gates_of_the_Arctic,2017,MAY,355
Gates_of_the_Arctic,2017,JUN,2364
Gates_of_the_Arctic,2017,JUL,3145
Gates_of_the_Arctic,2017,AUG,3533
Gates_of_the_Arctic,2017,SEP,1013
Gates_of_the_Arctic,2017,OCT,15
Gates_of_the_Arctic,2017,NOV,0
Gates_of_the_Arctic,2017,DEC,0
Gates_of_the_Arctic,2017,Total_visitors,11177
Gates_of_the_Arctic,2016,JAN,306
Gates_of_the_Arctic,2016,FEB,310
Gates_of_the_Arctic,2016,MAR,389
Gates_of_the_Arctic,2016,APR,172
Gates_of_the_Arctic,2016,MAY,164
Gates_of_the_Arctic,2016,JUN,1349
Gates_of_the_Arctic,2016,JUL,3026
Gates_of_the_Arctic,2016,AUG,3137
Gates_of_the_Arctic,2016,SEP,1027
Gates_of_the_Arctic,2016,OCT,29
Gates_of_the_Arctic,2016,NOV,18
Gates_of_the_Arctic,2016,DEC,120
Gates_of_the_Arctic,2016,Total_visitors,10047
Gates_of_the_Arctic,2015,JAN,137
Gates_of_the_Arctic,2015,FEB,138
Gates_of_the_Arctic,2015,MAR,272
Gates_of_the_Arctic,2015,APR,68
Gates_of_the_Arctic,2015,MAY,354
Gates_of_the_Arctic,2015,JUN,2071
Gates_of_the_Arctic,2015,JUL,2968
Gates_of_the_Arctic,2015,AUG,3393
Gates_of_the_Arctic,2015,SEP,1100
Gates_of_the_Arctic,2015,OCT,0
Gates_of_the_Arctic,2015,NOV,0
Gates_of_the_Arctic,2015,DEC,244
Gates_of_the_Arctic,2015,Total_visitors,10745
Gates_of_the_Arctic,2014,JAN,501
Gates_of_the_Arctic,2014,FEB,501
Gates_of_the_Arctic,2014,MAR,928
Gates_of_the_Arctic,2014,APR,218
Gates_of_the_Arctic,2014,MAY,342
Gates_of_the_Arctic,2014,JUN,2508
Gates_of_the_Arctic,2014,JUL,3195
Gates_of_the_Arctic,2014,AUG,3665
Gates_of_the_Arctic,2014,SEP,720
Gates_of_the_Arctic,2014,OCT,12
Gates_of_the_Arctic,2014,NOV,12
Gates_of_the_Arctic,2014,DEC,67
Gates_of_the_Arctic,2014,Total_visitors,12669
Gates_of_the_Arctic,2013,JAN,230
Gates_of_the_Arctic,2013,FEB,302
Gates_of_the_Arctic,2013,MAR,127
Gates_of_the_Arctic,2013,APR,5
Gates_of_the_Arctic,2013,MAY,215
Gates_of_the_Arctic,2013,JUN,2175
Gates_of_the_Arctic,2013,JUL,3377
Gates_of_the_Arctic,2013,AUG,3882
Gates_of_the_Arctic,2013,SEP,606
Gates_of_the_Arctic,2013,OCT,0
Gates_of_the_Arctic,2013,NOV,0
Gates_of_the_Arctic,2013,DEC,93
Gates_of_the_Arctic,2013,Total_visitors,11012
Gates_of_the_Arctic,2012,JAN,249
